ILSVRC2012_val_00000007.bin 0c0a08080505050404040404040303
ILSVRC2012_val_00011965.bin 060505050404040404040404040404
ILSVRC2012_val_00011966.bin 080605050505040404040404040404
ILSVRC2012_val_00011983.bin 0f0b0a080807070605050505050504
ILSVRC2012_val_00011992.bin 080706060505050505050505050404
ILSVRC2012_val_00012002.bin 070606060606050404040404040404
ILSVRC2012_val_00012009.bin 090705050504040404040404040303
ILSVRC2012_val_00012016.bin 070705050505050404040404040404
ILSVRC2012_val_00012023.bin 080606060605050504040404040404
ILSVRC2012_val_00012038.bin 090808060606050404040403030303
ILSVRC2012_val_00012057.bin 0b0707060606060505050505050504
ILSVRC2012_val_00012059.bin 050404040404030303030303030303
ILSVRC2012_val_00012064.bin 0a0908070706050505050505050504
ILSVRC2012_val_00012069.bin 080706060605050404040404040404
ILSVRC2012_val_00012071.bin 090606050505050505040403030303
ILSVRC2012_val_00012084.bin 060504040404040403030303030303
ILSVRC2012_val_00012102.bin 090807050504040404040404040404
ILSVRC2012_val_00012107.bin 0a0a08080807060505040404040404
ILSVRC2012_val_00012108.bin 040404030303030303030303020202
ILSVRC2012_val_00012110.bin 050404040404030303030303030303
ILSVRC2012_val_00012115.bin 060605050505050504040404040404
ILSVRC2012_val_00012117.bin 070605040404040403030303030303
ILSVRC2012_val_00012118.bin 0c0b07070505050505040404040303
ILSVRC2012_val_00012119.bin 040404030303030303030303020202
ILSVRC2012_val_00012129.bin 0d0c09080706060605050505050505
ILSVRC2012_val_00012131.bin 0c0605050505050404040404040303
ILSVRC2012_val_00012133.bin 060606060505050504040404040404
ILSVRC2012_val_00012160.bin 150d0b090906060606060505050404
ILSVRC2012_val_00012165.bin 070606060605050404040404040303
ILSVRC2012_val_00012172.bin 040404040403030303030303030202
ILSVRC2012_val_00012174.bin 070504040404040404030303030303
ILSVRC2012_val_00012184.bin 060606050505050504040404040404
ILSVRC2012_val_00012189.bin 080707050505040404040404040404
ILSVRC2012_val_00012194.bin 0a0909090807070707070706060605
ILSVRC2012_val_00012201.bin 0a0a08080807070707060606050505
ILSVRC2012_val_00012202.bin 080706060605050505040404040404
ILSVRC2012_val_00012207.bin 0a0707070605050504040404040404
ILSVRC2012_val_00012208.bin 0a0909090807070606060605050505
ILSVRC2012_val_00012211.bin 040303030303030303020202020202
ILSVRC2012_val_00012216.bin 0b0908080807070707060505050505
ILSVRC2012_val_00012243.bin 110b09080808080808070707070707
ILSVRC2012_val_00012249.bin 070605050505050404040404040303
ILSVRC2012_val_00012271.bin 0e0808080707060606050505050404
ILSVRC2012_val_00012277.bin 0b0706050504040404040404040303
ILSVRC2012_val_00012280.bin 080605050504040404040404040403
ILSVRC2012_val_00012283.bin 140d0b0a0909080807060605050505
ILSVRC2012_val_00012285.bin 0b0a09080808080807070706060605
ILSVRC2012_val_00012290.bin 090909090807070707070706060606
ILSVRC2012_val_00012294.bin 0f0d0c0c0908070707060606060504
ILSVRC2012_val_00012306.bin 070505040404040403030303030303
ILSVRC2012_val_00012313.bin 0a0707060505040404040404040403
ILSVRC2012_val_00012322.bin 070604040403030303030303030302
ILSVRC2012_val_00012334.bin 070605040404040303030303030303
ILSVRC2012_val_00012340.bin 0d0a04040404030303030303030303
ILSVRC2012_val_00012341.bin 0a0908070707060606060505050504
ILSVRC2012_val_00012343.bin 0f0a0a090906060606060604040404
ILSVRC2012_val_00012350.bin 080707070706060606060606050505
ILSVRC2012_val_00012353.bin 0e0a07060505050504040403030303
ILSVRC2012_val_00012356.bin 090808070606060605050505050505
ILSVRC2012_val_00012362.bin 070605050505040404040403030303
ILSVRC2012_val_00012363.bin 070505050504040404040403030303
ILSVRC2012_val_00012370.bin 0a0808070707070706060606060505
ILSVRC2012_val_00012371.bin 0a0707070706050505050504040404
ILSVRC2012_val_00012376.bin 060606050505050505040404040404
ILSVRC2012_val_00012382.bin 0d0706060404040404040404030303
ILSVRC2012_val_00012387.bin 050505050504040404040404040403
ILSVRC2012_val_00012396.bin 0a0808080707060605050505050505
ILSVRC2012_val_00012406.bin 090807070707070706060505050404
ILSVRC2012_val_00012414.bin 0f0b09070707070606050505050505
ILSVRC2012_val_00012418.bin 110b09090807070606060605050505
ILSVRC2012_val_00012423.bin 050505050404040403030303030303
ILSVRC2012_val_00012429.bin 0a0808070706060606050505050404
ILSVRC2012_val_00012432.bin 0e0b0a090806050505050505050504
ILSVRC2012_val_00012438.bin 0a0909090807070707070606060505
ILSVRC2012_val_00012444.bin 060505040403030303030303020202
ILSVRC2012_val_00012449.bin 0b0907070505050504040404040403
ILSVRC2012_val_00012451.bin 070505040404040303030303030303
ILSVRC2012_val_00012452.bin 0d0a0a090808070706060505050505
ILSVRC2012_val_00012479.bin 090806050504040404030303030303
ILSVRC2012_val_00012497.bin 090806060606060606060505050505
ILSVRC2012_val_00012498.bin 111107070707060606060604040404
ILSVRC2012_val_00012499.bin 080504040404040403030303030303
ILSVRC2012_val_00012506.bin 0a0808060606060505050505040404
ILSVRC2012_val_00012509.bin 060605050505040404040404030303
ILSVRC2012_val_00012512.bin 060605050505040404040303030303
ILSVRC2012_val_00012522.bin 050504040404040404040303030303
ILSVRC2012_val_00012525.bin 070606050505050404040404040404
ILSVRC2012_val_00012531.bin 050504040404040303030303030303
ILSVRC2012_val_00012535.bin 050505040404040404030303030303
ILSVRC2012_val_00012537.bin 0c0b09080808070706060605050505
ILSVRC2012_val_00012541.bin 080706060505050505040404040404
ILSVRC2012_val_00012542.bin 140c0a0a0909090808080806050504
ILSVRC2012_val_00012545.bin 070606040403030303030303030303
ILSVRC2012_val_00012559.bin 060505050404030303030303030202
ILSVRC2012_val_00012563.bin 090909080707070707060606060606
ILSVRC2012_val_00012567.bin 060504040404030303030303020202
ILSVRC2012_val_00012570.bin 050504040404040403030303030303
ILSVRC2012_val_00012582.bin 0c0807070605050505050404040404
ILSVRC2012_val_00012585.bin 0b0a0a090907070707060605050505
ILSVRC2012_val_00012590.bin 060505050404040404040404040303
ILSVRC2012_val_00012594.bin 050404030303030303020202020202
ILSVRC2012_val_00012596.bin 090707060504040404040404040404
ILSVRC2012_val_00012606.bin 090604040404040403030303030303
ILSVRC2012_val_00012621.bin 060604040404040303030303030303
ILSVRC2012_val_00012634.bin 050505050404040404040303030303
ILSVRC2012_val_00012640.bin 070505040404030303030303030202
ILSVRC2012_val_00012642.bin 050404040404030303030303030303
ILSVRC2012_val_00012643.bin 080807070606060505050505050505
ILSVRC2012_val_00012645.bin 060606060605050504040404040303
ILSVRC2012_val_00012647.bin 030303030302020202020202020202
ILSVRC2012_val_00012649.bin 050504030303030303030303030303
ILSVRC2012_val_00012652.bin 0a0908080707060606050505050505
ILSVRC2012_val_00012659.bin 100808060606060606050505050404
ILSVRC2012_val_00012660.bin 080707070706060606060605050505
ILSVRC2012_val_00012662.bin 090605050505050504040404030303
ILSVRC2012_val_00012668.bin 080606050504040404040404040404
ILSVRC2012_val_00012680.bin 090705050404030303030303030303
ILSVRC2012_val_00012682.bin 060404040404030303030303030303
ILSVRC2012_val_00012687.bin 050504040404030303030303030303
ILSVRC2012_val_00012692.bin 050505050404040403030303030303
ILSVRC2012_val_00012699.bin 050404040403030303030202020202
ILSVRC2012_val_00012700.bin 080605050504040404040403030303
ILSVRC2012_val_00012704.bin 050404030303030202020202020202
ILSVRC2012_val_00012705.bin 080807070706060606050505040404
ILSVRC2012_val_00012714.bin 080807070706060606050505040404
ILSVRC2012_val_00012726.bin 140c0a090808080707070707050505
ILSVRC2012_val_00012728.bin 080707070707070605050505040404
ILSVRC2012_val_00012737.bin 040404040303030303030303030303
ILSVRC2012_val_00012744.bin 040404040404040404040404030303
ILSVRC2012_val_00012748.bin 0a0707060606060606060605050505
ILSVRC2012_val_00012753.bin 0d0b0b090908070706060606060605
ILSVRC2012_val_00012755.bin 070606050505050504040404040404
ILSVRC2012_val_00012766.bin 080707070606060606060505050504
ILSVRC2012_val_00012776.bin 070606050505050505050505040404
ILSVRC2012_val_00012777.bin 060605040404040403030303030303
ILSVRC2012_val_00012778.bin 060605050505050505050504040404
ILSVRC2012_val_00012780.bin 0a0807070706060605050505050404
ILSVRC2012_val_00012790.bin 060604040404040404040403030303
ILSVRC2012_val_00012795.bin 070706060606050505050504040404
ILSVRC2012_val_00012799.bin 0b0706060605050505050404040404
ILSVRC2012_val_00012803.bin 080706060605050505040404040404
ILSVRC2012_val_00012808.bin 0a0806060606060605050504040404
ILSVRC2012_val_00012811.bin 0a0a08060504040404030303030303
ILSVRC2012_val_00012821.bin 060505050505050404040404040404
ILSVRC2012_val_00012831.bin 0f0f0c0b0909090909080808080707
ILSVRC2012_val_00012841.bin 060504040404040303030303030303
ILSVRC2012_val_00012847.bin 070505030303030303030202020202
ILSVRC2012_val_00012849.bin 050505050404040404040303030303
ILSVRC2012_val_00012855.bin 070606050505040403030302020202
ILSVRC2012_val_00012867.bin 090807060606050505040404040404
ILSVRC2012_val_00012869.bin 050504040404040404040404030303
ILSVRC2012_val_00012872.bin 0b0606060605050504040404040404
ILSVRC2012_val_00012878.bin 070706060605050505050504040404
ILSVRC2012_val_00012880.bin 060505050404040404030303030303
ILSVRC2012_val_00012884.bin 0d0907060606060605050505050504
ILSVRC2012_val_00012907.bin 040404040403030303030303030202
ILSVRC2012_val_00012908.bin 050404040404040303030303030302
ILSVRC2012_val_00012923.bin 050404030303030303030302020202
ILSVRC2012_val_00012929.bin 0a0808060504040404040404040404
ILSVRC2012_val_00012934.bin 0c0908070606060605050505050505
ILSVRC2012_val_00012955.bin 090707060606060505050504040403
ILSVRC2012_val_00012964.bin 050404040403030303030303030202
ILSVRC2012_val_00012965.bin 040404040404040303030303030303
ILSVRC2012_val_00012968.bin 070706050505050505040404040404
ILSVRC2012_val_00012969.bin 060605050505040404040303030303
ILSVRC2012_val_00012971.bin 090807060605050505040404040404
ILSVRC2012_val_00012974.bin 090705050505050404040404040404
ILSVRC2012_val_00012980.bin 0c0b0b0a0a08070606060505050505
ILSVRC2012_val_00012987.bin 080707070707060606050505050505
ILSVRC2012_val_00012988.bin 060505040404040404040404040403
ILSVRC2012_val_00012989.bin 0e0c0a070505050505040404040403
ILSVRC2012_val_00012992.bin 070706060605050505040404040404
ILSVRC2012_val_00013000.bin 070606050505050404040404040404
ILSVRC2012_val_00013006.bin 0b0605050505050404040404040404
ILSVRC2012_val_00013010.bin 060606060606060605050505050505
ILSVRC2012_val_00013012.bin 070706060505040404040404030303
ILSVRC2012_val_00013020.bin 050505040404030303030303030303
ILSVRC2012_val_00013022.bin 060606050505050505050504040404
ILSVRC2012_val_00013038.bin 0b0807070707070606060605050505
ILSVRC2012_val_00013071.bin 0a0706050505040404030303030303
ILSVRC2012_val_00013086.bin 090706060606050404040404040404
ILSVRC2012_val_00013089.bin 070505050404040404040404040303
ILSVRC2012_val_00013113.bin 080707070707060606060605050505
ILSVRC2012_val_00013123.bin 0c0909080807070706060605050504
ILSVRC2012_val_00013131.bin 090808070706060606050505050505
ILSVRC2012_val_00013134.bin 050505040404040404040404040404
ILSVRC2012_val_00013161.bin 050404040404040403030303030303
ILSVRC2012_val_00013176.bin 080807070605050505040404040404
ILSVRC2012_val_00013194.bin 080505050404040404040404040303
ILSVRC2012_val_00013197.bin 090807070606060606050505050404
ILSVRC2012_val_00013202.bin 0a0909080808070707060606050505
ILSVRC2012_val_00013208.bin 080707050505050505040404040404
ILSVRC2012_val_00013210.bin 080807070707070707070505050505
ILSVRC2012_val_00013214.bin 090606060606060505050505050505
ILSVRC2012_val_00013219.bin 050505040404030303030303030303
ILSVRC2012_val_00013221.bin 0a0807060605050505050505040404
ILSVRC2012_val_00013234.bin 0c0908070606050505050404040404
ILSVRC2012_val_00013237.bin 080505050505050505040404040404
ILSVRC2012_val_00013239.bin 040404030303030303030303030303
ILSVRC2012_val_00013247.bin 060505040404040403030303030303
ILSVRC2012_val_00013261.bin 190e0c0a0a0a0a0808080707070707
ILSVRC2012_val_00013313.bin 070706060606050505040404040404
ILSVRC2012_val_00013325.bin 050505050404040303030303030303
ILSVRC2012_val_00013327.bin 070606060505050505050404040404
ILSVRC2012_val_00013329.bin 0b0906040404040404040303030303
ILSVRC2012_val_00013330.bin 070706050505050505050504040404
ILSVRC2012_val_00013335.bin 0f0c09090808080807060606060606
ILSVRC2012_val_00013342.bin 0a0807070707070705050505050404
ILSVRC2012_val_00013362.bin 080705050404040403030303030303
ILSVRC2012_val_00013365.bin 040404040403030303030303030303
ILSVRC2012_val_00013373.bin 0b0a0a0a0908080808080707070706
ILSVRC2012_val_00013379.bin 0c0808070606060605050504040404
ILSVRC2012_val_00013388.bin 0b0a08080707060606060606050505
ILSVRC2012_val_00013391.bin 040403030303030303030303030303
ILSVRC2012_val_00013408.bin 050404040404040303030303030303
ILSVRC2012_val_00013409.bin 0c0908070606050404040404040403
ILSVRC2012_val_00013413.bin 060605050505050404040404040303
ILSVRC2012_val_00013416.bin 070605050505040404040404040303
ILSVRC2012_val_00013427.bin 080606050505050404040404030303
ILSVRC2012_val_00013450.bin 040404030303030302020202020202
ILSVRC2012_val_00013451.bin 080707060505050505040404040404
ILSVRC2012_val_00013454.bin 070605050504040404040404040404
ILSVRC2012_val_00013465.bin 0a0807050505050404040404040404
ILSVRC2012_val_00013477.bin 080707060605050505040404040404
ILSVRC2012_val_00013483.bin 050404040404030303030303030303
ILSVRC2012_val_00013493.bin 0c0c0c0b0908080707070707060606
ILSVRC2012_val_00013495.bin 060505050404040403030303030303
ILSVRC2012_val_00013499.bin 080707070606050505050504040404
ILSVRC2012_val_00013503.bin 120d0d090808070707060606060505
ILSVRC2012_val_00013513.bin 090505050505040404040404040404
ILSVRC2012_val_00013516.bin 070706060606050505050505050505
ILSVRC2012_val_00013522.bin 070606050505050505050404040404
ILSVRC2012_val_00013528.bin 100807070606060605040404040404
ILSVRC2012_val_00013531.bin 050505040404040404030303030303
ILSVRC2012_val_00013537.bin 070706060606050505050504040404
ILSVRC2012_val_00013543.bin 060505050404040404040404040404
ILSVRC2012_val_00013546.bin 070706050505050404040404040404
ILSVRC2012_val_00013555.bin 080605050505050505040404040404
ILSVRC2012_val_00013556.bin 060606050505040404030303030303
ILSVRC2012_val_00013560.bin 060605040404040404040403030303
ILSVRC2012_val_00013561.bin 080807070706060606050505040404
ILSVRC2012_val_00013568.bin 080706050505050505050504040404
ILSVRC2012_val_00013577.bin 090505050404040404040303030303
ILSVRC2012_val_00013578.bin 050504040404040404040404040404
ILSVRC2012_val_00013581.bin 0b0807060606060505050504040404
ILSVRC2012_val_00013585.bin 070706060505050505050504040404
ILSVRC2012_val_00013587.bin 060504040404030303030303030303
ILSVRC2012_val_00013588.bin 070606050505050505050404040404
ILSVRC2012_val_00013590.bin 070706060606060505050505050505
ILSVRC2012_val_00013591.bin 050505040404040404040404040303
ILSVRC2012_val_00013597.bin 0b0707060606060605050505050504
ILSVRC2012_val_00013600.bin 080707070606050505050504040404
ILSVRC2012_val_00013615.bin 060505050404040404040404040404
ILSVRC2012_val_00013616.bin 090606060606050505050505040404
ILSVRC2012_val_00013623.bin 090807060606060505050504040404
ILSVRC2012_val_00013625.bin 070404040404040303030303030303
ILSVRC2012_val_00013633.bin 120d0d0a0a09080808080706060606
ILSVRC2012_val_00013643.bin 0b0a09090808080807070707070606
ILSVRC2012_val_00013645.bin 0f0b0a090707070706060606060605
ILSVRC2012_val_00013647.bin 0a0606050505050505040404040404
ILSVRC2012_val_00013678.bin 060606050505050505050404040404
ILSVRC2012_val_00013680.bin 060605050504040404040404040404
ILSVRC2012_val_00013681.bin 070605050505040404040404040404
ILSVRC2012_val_00013685.bin 070606060605050505040404040404
ILSVRC2012_val_00013694.bin 090606050505040404040404040404
ILSVRC2012_val_00013701.bin 050504040404040403030303030303
ILSVRC2012_val_00013705.bin 080504040404040403030303030302
ILSVRC2012_val_00013706.bin 0a0906060605050404040404040403
ILSVRC2012_val_00013719.bin 080807070707060605050505050505
ILSVRC2012_val_00013722.bin 070605050505040404040303030303
ILSVRC2012_val_00013732.bin 0a0505040404040404040303030303
ILSVRC2012_val_00013749.bin 090706060606060605050504040404
ILSVRC2012_val_00013767.bin 0d0807070606060505050505050505
ILSVRC2012_val_00013769.bin 080808060606060505050505050404
ILSVRC2012_val_00013781.bin 090505050504040404040404040404
ILSVRC2012_val_00013813.bin 050505040404040404040404040403
ILSVRC2012_val_00013816.bin 050404040303030303030303030303
ILSVRC2012_val_00013823.bin 040403030303030303030303020202
ILSVRC2012_val_00013831.bin 080606060605050504040404040403
ILSVRC2012_val_00013832.bin 0e0a0a090909090807070606050505
ILSVRC2012_val_00013836.bin 080806060505050504040404040404
ILSVRC2012_val_00013839.bin 070505050404040404040404040403
ILSVRC2012_val_00013844.bin 080706060505050504040404030303
ILSVRC2012_val_00013855.bin 0c0707060606060605050505040404
ILSVRC2012_val_00013866.bin 0a0808070606050505050505050404
ILSVRC2012_val_00013875.bin 0b0605050404030303030303020202
ILSVRC2012_val_00013888.bin 050504040404040404030303030303
ILSVRC2012_val_00013897.bin 080707070706050505050505040404
ILSVRC2012_val_00013904.bin 070707070707070606060606060606
ILSVRC2012_val_00013906.bin 090706060505050504040404040404
ILSVRC2012_val_00013907.bin 050404030303030303030303030303
ILSVRC2012_val_00013910.bin 060504040303030303030202020202
ILSVRC2012_val_00013915.bin 080606060505050404040404040403
ILSVRC2012_val_00013917.bin 0f0c0b0a0908080707070605050504
ILSVRC2012_val_00013933.bin 0b0b0a0a0806050504040404030303
ILSVRC2012_val_00013934.bin 060504040404040404030303030302
ILSVRC2012_val_00013950.bin 0e0d0c090908080807070707060606
ILSVRC2012_val_00013953.bin 080505050505040404030303030303
ILSVRC2012_val_00013959.bin 060504040404040404030303030303
ILSVRC2012_val_00013973.bin 0a0707060606060505050505040404
ILSVRC2012_val_00013979.bin 050303030303030202020202020202
ILSVRC2012_val_00013981.bin 090909080707060606050505040404
ILSVRC2012_val_00013986.bin 090805050505050303030303030303
ILSVRC2012_val_00013994.bin 0f0e0c0b0b09080808080706060605
ILSVRC2012_val_00013996.bin 070707070606050505050404040404
ILSVRC2012_val_00014003.bin 080605050505050504040404040404
ILSVRC2012_val_00014006.bin 090907070707060606050505040404
ILSVRC2012_val_00014008.bin 050505050504040404040403030303
ILSVRC2012_val_00014017.bin 100f0a0a0807070706060606060605
ILSVRC2012_val_00014034.bin 080504040404030303030303030303
ILSVRC2012_val_00014043.bin 080806050505050404040404040404
ILSVRC2012_val_00014059.bin 0c0908070605050504040404030303
ILSVRC2012_val_00014062.bin 050504040404040404040303030303
ILSVRC2012_val_00014063.bin 050404040403030303030303030303
ILSVRC2012_val_00014070.bin 0d0909090808070707070605050505
ILSVRC2012_val_00014078.bin 070606060606060605050505050504
ILSVRC2012_val_00014088.bin 070606050505050404030303030302
ILSVRC2012_val_00014089.bin 060505040404040303030303030303
ILSVRC2012_val_00014098.bin 0b0908070605050404040404040404
ILSVRC2012_val_00014100.bin 070606060505050404040404040403
ILSVRC2012_val_00014102.bin 060604040404040403030303020202
ILSVRC2012_val_00014104.bin 0a0907070706060606050505040404
ILSVRC2012_val_00014112.bin 080706060606050505050404040404
ILSVRC2012_val_00014113.bin 070606060505040404030303030303
ILSVRC2012_val_00014118.bin 060606050505050504040404040303
ILSVRC2012_val_00014120.bin 0d0c0c0c0c0b090808070606060505
ILSVRC2012_val_00014126.bin 070606050505050504040404040404
ILSVRC2012_val_00014131.bin 050504040404040404040404030303
ILSVRC2012_val_00014135.bin 070503030303030303020202020202
ILSVRC2012_val_00014138.bin 080707050505050504040404040404
ILSVRC2012_val_00014142.bin 090606060606060505050505040404
ILSVRC2012_val_00014154.bin 060605050504040404040403030303
ILSVRC2012_val_00014173.bin 0b0a09090808070606060606060505
ILSVRC2012_val_00014175.bin 0c0a08080808080707070606060505
ILSVRC2012_val_00014185.bin 060606050404040404040303030303
ILSVRC2012_val_00014199.bin 140a08060606050505050505050404
ILSVRC2012_val_00014210.bin 050504040404030303030303030202
ILSVRC2012_val_00014215.bin 090606060505050404040404030303
ILSVRC2012_val_00014221.bin 060505040404040404040404040404
ILSVRC2012_val_00014229.bin 080505040404040404040303030303
ILSVRC2012_val_00014237.bin 070706050504040404040404030303
ILSVRC2012_val_00014249.bin 050505040404040403030303030303
ILSVRC2012_val_00014253.bin 060505040404040404030303030302
ILSVRC2012_val_00014254.bin 0c0906060606050505050404040404
ILSVRC2012_val_00014261.bin 060505050404040303030303030202
ILSVRC2012_val_00014264.bin 090908070706060606050505050505
ILSVRC2012_val_00014265.bin 0b0606050504030303030303030202
ILSVRC2012_val_00014267.bin 060403030303030303030302020202
ILSVRC2012_val_00014281.bin 0d0c0b080606060605050404040303
ILSVRC2012_val_00014284.bin 0a0907060606060505050404040303
ILSVRC2012_val_00014288.bin 080706060505040404040404030303
ILSVRC2012_val_00014294.bin 070707060606050505050505040404
ILSVRC2012_val_00014307.bin 0c0908080807070706060606060605
ILSVRC2012_val_00014311.bin 100b0b0a0808080808070605050505
ILSVRC2012_val_00014314.bin 070404030303030303030303030303
ILSVRC2012_val_00014329.bin 0d0808070706060606060505050505
ILSVRC2012_val_00014335.bin 090806060606050505050505040404
ILSVRC2012_val_00014340.bin 050404040404030303030303030303
ILSVRC2012_val_00014343.bin 050404040404030303030303030303
ILSVRC2012_val_00014345.bin 0a0909080706060606060404040303
ILSVRC2012_val_00014348.bin 0d0d0a0a0908080807070606060605
ILSVRC2012_val_00014367.bin 050504040404040404030303030303
ILSVRC2012_val_00014368.bin 070706060606060505040404040404
ILSVRC2012_val_00014373.bin 0f0d0a090808080707070707060606
ILSVRC2012_val_00014375.bin 070606060505050404040404040403
ILSVRC2012_val_00014379.bin 070404030303030303030303030303
ILSVRC2012_val_00014382.bin 110e0d0b0a09090908080807070707
ILSVRC2012_val_00014390.bin 0d0c0b0b0b0a090808070605050404
ILSVRC2012_val_00014391.bin 080707060606060505040404040403
ILSVRC2012_val_00014405.bin 090908070707070706060606060606
ILSVRC2012_val_00014407.bin 060505050404040403030303030303
ILSVRC2012_val_00014411.bin 040403030303030303030303030303
ILSVRC2012_val_00014414.bin 090806060606060606060606050505
ILSVRC2012_val_00014417.bin 0d0b09080707060505050505040404
ILSVRC2012_val_00014422.bin 050505040404030303030303030303
ILSVRC2012_val_00014423.bin 090909060605050404040404040404
ILSVRC2012_val_00014424.bin 090707070606060505050505050504
ILSVRC2012_val_00014429.bin 070606060606050505050505050504
ILSVRC2012_val_00014436.bin 090908070606060505040404040404
ILSVRC2012_val_00014440.bin 090906060605050504040404040404
ILSVRC2012_val_00014456.bin 090605050404040404040403030302
ILSVRC2012_val_00014473.bin 0c0a09080807070706060606060605
ILSVRC2012_val_00014481.bin 040403030303030303030202020202
ILSVRC2012_val_00014483.bin 100f0e0c0a08070606060606060505
ILSVRC2012_val_00014495.bin 0c0907070706060605050505050504
ILSVRC2012_val_00014499.bin 090807060605050505050404040404
ILSVRC2012_val_00014503.bin 060505040404030303030303030302
ILSVRC2012_val_00014504.bin 100d0c0c0b0a0a0a08070606060505
ILSVRC2012_val_00014511.bin 030302020202020202020202020202
ILSVRC2012_val_00014521.bin 050504040404040303030303030303
ILSVRC2012_val_00014523.bin 050504040404040303030303020202
ILSVRC2012_val_00014524.bin 090706060606060505040404040404
ILSVRC2012_val_00014525.bin 0c0807070606060605040404040404
ILSVRC2012_val_00014530.bin 090808070706050505050505050504
ILSVRC2012_val_00014536.bin 050504040404040403030303030303
ILSVRC2012_val_00014537.bin 100b09090808070706060505050505
ILSVRC2012_val_00014565.bin 040404030303030303030303020202
ILSVRC2012_val_00014569.bin 060404040403030303030303030303
ILSVRC2012_val_00014570.bin 050404040404040404030303030303
ILSVRC2012_val_00014577.bin 080807070707070606060606050505
ILSVRC2012_val_00014579.bin 0d0807070706060606060606050505
ILSVRC2012_val_00014584.bin 100a07060605050504040404040404
ILSVRC2012_val_00014587.bin 060606060505050404040404030303
ILSVRC2012_val_00014590.bin 0c0807070707070505040404030303
ILSVRC2012_val_00014592.bin 050505050404040404040404040404
ILSVRC2012_val_00014602.bin 0d0706050504040303030303030303
ILSVRC2012_val_00014603.bin 070706060606050505050504040404
ILSVRC2012_val_00014607.bin 0e0808080707070606060606060606
ILSVRC2012_val_00014617.bin 0c0a07060605040404030303030303
ILSVRC2012_val_00014618.bin 090808080707070706060606050505
ILSVRC2012_val_00014622.bin 080504040303030303030303030303
ILSVRC2012_val_00014630.bin 080605050505050504040404040303
ILSVRC2012_val_00014634.bin 060505050505040404040404040404
ILSVRC2012_val_00014641.bin 090605050403030303030302020202
ILSVRC2012_val_00014650.bin 080807070705050505050504040404
ILSVRC2012_val_00014656.bin 0b0806060504040303030303030303
ILSVRC2012_val_00014657.bin 0a0909080808070707070706060604
ILSVRC2012_val_00014666.bin 0a0807060505050404040404040404
ILSVRC2012_val_00014668.bin 0c0909080706060504040303030303
ILSVRC2012_val_00014669.bin 090505040404040404040403030303
ILSVRC2012_val_00014675.bin 090807050505040404040404040404
ILSVRC2012_val_00014684.bin 070706060605050505050505050404
ILSVRC2012_val_00014686.bin 150d0c0b0908070707070706060605
ILSVRC2012_val_00014687.bin 090807060605050504040404040404
ILSVRC2012_val_00014693.bin 080806050505050504040404030303
ILSVRC2012_val_00014706.bin 050404040303030303030303030302
ILSVRC2012_val_00014709.bin 090808080807070606050505050404
ILSVRC2012_val_00014733.bin 070605050404040404040403030303
ILSVRC2012_val_00014739.bin 0a0a07060605050505050404040404
ILSVRC2012_val_00014742.bin 060605050404040404040404030303
ILSVRC2012_val_00014748.bin 060505040404040404040303030303
ILSVRC2012_val_00014750.bin 070606050505050505040404040403
ILSVRC2012_val_00014756.bin 060505050505050505050404040404
ILSVRC2012_val_00014761.bin 0c0a06060505050505040404040404
ILSVRC2012_val_00014765.bin 040404040404040404040404040403
ILSVRC2012_val_00014803.bin 050403030303030303030302020202
ILSVRC2012_val_00014811.bin 080707070606060606060505050505
ILSVRC2012_val_00014812.bin 070706060505050504040404040404
ILSVRC2012_val_00014822.bin 060505050504040404030303030303
ILSVRC2012_val_00014840.bin 0a0909080807070706060505050505
ILSVRC2012_val_00014846.bin 050504040404030303030303030303
ILSVRC2012_val_00014848.bin 090807060505050505040404040404
ILSVRC2012_val_00014851.bin 0b0807060606050505050505050404
ILSVRC2012_val_00014856.bin 0a0707060606050505050404040404
ILSVRC2012_val_00014858.bin 0a0909070606050505050404040404
ILSVRC2012_val_00014859.bin 070707070707060605050505050504
ILSVRC2012_val_00014868.bin 070606060505050505040404040404
ILSVRC2012_val_00014872.bin 0b0a09070706060606050505040404
ILSVRC2012_val_00014874.bin 0a0606060606060605050505050505
ILSVRC2012_val_00014886.bin 090707070707070606060606050505
ILSVRC2012_val_00014892.bin 070706050505050504040404040404
ILSVRC2012_val_00014901.bin 050505040404040303030303030302
ILSVRC2012_val_00014906.bin 080807060606060605050505040404
ILSVRC2012_val_00014916.bin 070706060605050505040404030303
ILSVRC2012_val_00014929.bin 0d0c09090808060605050505050504
ILSVRC2012_val_00014948.bin 0e0807070606060505050404040404
ILSVRC2012_val_00014951.bin 080707070706060606060606060606
ILSVRC2012_val_00014952.bin 0b0806060505050404040404040404
ILSVRC2012_val_00014954.bin 080706050505050505050505050504
ILSVRC2012_val_00014958.bin 0a0606060505050404040404040404
ILSVRC2012_val_00014966.bin 080807070606060605050504040404
ILSVRC2012_val_00014967.bin 0d0a09070707060505050404040404
ILSVRC2012_val_00014978.bin 070706050505050504040303030303
ILSVRC2012_val_00014981.bin 080706050404040404040404040303
ILSVRC2012_val_00014987.bin 090606050505040404040404030303
ILSVRC2012_val_00014997.bin 080707070606060605050505050505
ILSVRC2012_val_00015004.bin 0b0b08070707070706050505050504
ILSVRC2012_val_00015007.bin 0f0b0b0a0a09090908080707070606
